DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52 WEEK HIGH,52 WEEK LOW,VOLUME,VALUE,NO. OF  TRADES,Daily Avg Return,weekly Avg Return,monthly Avg Return,,,
17-Jul-26,EQ,"1,422.10","1,455.10","1,419.70","1,418.20","1,454.00","1,444.30","1,438.30","1,500.00","1,187.60","1,11,12,550","15,98,32,33,304.00","1,99,474",1.84036%,,,,,
16-Jul-26,EQ,"1,420.10","1,423.70","1,406.20","1,416.20","1,418.00","1,418.20","1,413.86","1,500.00","1,187.60","1,01,65,264","14,37,22,70,891.70","1,33,649",0.14122%,,,,,
15-Jul-26,EQ,"1,412.90","1,428.00","1,409.20","1,407.70","1,411.10","1,416.20","1,418.03","1,500.00","1,187.60","1,29,61,648","18,38,00,61,223.50","2,03,709",0.60382%,,,,,
14-Jul-26,EQ,"1,400.00","1,411.80","1,392.00","1,409.50","1,406.40","1,407.70","1,404.33","1,500.00","1,187.60","1,41,33,017","19,84,74,83,412.50","1,72,884",-0.12770%,,,,,
13-Jul-26,EQ,"1,393.50","1,413.00","1,386.30","1,401.20","1,407.80","1,409.50","1,403.36","1,500.00","1,187.60","1,00,91,437","14,16,19,08,061.50","2,05,509",0.59235%,,,,,
10-Jul-26,EQ,"1,389.70","1,408.20","1,389.60","1,380.70","1,401.20","1,401.20","1,402.11","1,500.00","1,187.60","64,09,645","8,98,70,46,054.60","1,32,249",1.48475%,,,,,
9-Jul-26,EQ,"1,382.90","1,403.60","1,377.30","1,380.60","1,384.00","1,380.70","1,386.99","1,500.00","1,187.60","1,39,48,838","19,34,68,61,582.20","3,13,842",0.00724%,,,,,
8-Jul-26,EQ,"1,410.30","1,418.30","1,375.90","1,414.70","1,383.10","1,380.60","1,396.85","1,500.00","1,187.60","1,05,73,142","14,76,90,92,852.50","2,79,456",-2.41041%,,,,,
7-Jul-26,EQ,"1,431.60","1,433.00","1,410.00","1,426.90","1,412.00","1,414.70","1,421.40","1,500.00","1,187.60","1,56,64,178","22,26,50,14,594.50","2,70,831",-0.85500%,,,,,
6-Jul-26,EQ,"1,412.00","1,431.60","1,411.60","1,411.40","1,426.50","1,426.90","1,425.91","1,500.00","1,187.60","1,23,06,949","17,54,85,56,220.70","2,15,378",1.09820%,,,,,
3-Jul-26,EQ,"1,414.00","1,420.00","1,405.90","1,400.00","1,412.70","1,411.40","1,412.30","1,500.00","1,187.60","1,29,01,785","18,22,12,50,388.90","2,42,670",0.81429%,,,,,
2-Jul-26,EQ,"1,381.90","1,405.00","1,376.80","1,379.80","1,401.00","1,400.00","1,395.35","1,500.00","1,187.60","1,57,79,429","22,01,78,71,341.30","2,02,269",1.46398%,,,,,
1-Jul-26,EQ,"1,371.40","1,385.10","1,367.70","1,375.20","1,377.60","1,379.80","1,377.17","1,500.00","1,187.60","1,19,48,034","16,45,44,77,473.20","1,98,943",0.33450%,,,,,
30-Jun-26,EQ,"1,402.00","1,402.00","1,366.10","1,387.60","1,379.90","1,375.20","1,377.88","1,500.00","1,187.60","1,83,98,057","25,35,02,31,179.70","2,38,982",-0.89363%,,,,,
29-Jun-26,EQ,"1,390.00","1,402.00","1,383.20","1,387.50","1,388.00","1,387.60","1,389.31","1,500.00","1,187.60","1,32,49,405","18,40,75,50,527.80","2,38,572",0.00721%,,,,,
25-Jun-26,EQ,"1,381.90","1,404.00","1,380.10","1,373.60","1,387.00","1,387.50","1,390.64","1,500.00","1,187.60","1,71,73,209","23,88,17,28,053.40","3,23,911",1.01194%,,,,,
24-Jun-26,EQ,"1,340.60","1,377.60","1,340.60","1,338.30","1,373.00","1,373.60","1,369.98","1,500.00","1,187.60","1,64,40,708","22,52,33,78,860.90","2,84,060",2.63767%,,,,,
23-Jun-26,EQ,"1,358.00","1,369.10","1,331.50","1,352.40","1,335.50","1,338.30","1,352.91","1,500.00","1,187.60","1,18,84,879","16,07,91,39,867.90","1,66,170",-1.04259%,,,,,
22-Jun-26,EQ,"1,353.00","1,362.70","1,348.40","1,346.50","1,351.00","1,352.40","1,355.63","1,500.00","1,187.60","48,14,845","6,52,71,49,141.90","1,11,040",0.43817%,,,,,
19-Jun-26,EQ,"1,340.50","1,352.30","1,332.00","1,342.30","1,347.80","1,346.50","1,346.35","1,500.00","1,187.60","90,57,322","12,19,43,67,731.90","1,41,850",0.31290%,,,,,
18-Jun-26,EQ,"1,333.60","1,346.90","1,331.40","1,336.80","1,341.50","1,342.30","1,340.81","1,500.00","1,187.60","1,34,67,985","18,05,80,46,131.10","1,66,446",0.41143%,,,,,
17-Jun-26,EQ,"1,342.00","1,346.00","1,333.40","1,334.30","1,336.50","1,336.80","1,338.65","1,500.00","1,187.60","80,26,424","10,74,45,44,350.00","1,54,630",0.18736%,,,,,
16-Jun-26,EQ,"1,331.90","1,337.30","1,326.30","1,327.60","1,335.50","1,334.30","1,331.53","1,500.00","1,187.60","1,30,69,159","17,40,19,91,209.80","2,09,525",0.50467%,,,,,
15-Jun-26,EQ,"1,354.60","1,362.70","1,325.30","1,340.80","1,328.00","1,327.60","1,339.75","1,500.00","1,187.60","1,61,72,921","21,66,76,94,953.80","2,31,944",-0.98449%,,,,,
12-Jun-26,EQ,"1,330.00","1,344.30","1,318.70","1,317.00","1,340.00","1,340.80","1,333.00","1,500.00","1,187.60","1,83,39,846","24,44,70,33,214.60","2,37,916",1.80714%,,,,,
11-Jun-26,EQ,"1,286.50","1,333.00","1,286.50","1,293.30","1,313.90","1,317.00","1,316.68","1,500.00","1,187.60","3,59,19,374","47,29,44,30,919.80","4,62,944",1.83252%,,,,,
10-Jun-26,EQ,"1,271.30","1,306.00","1,271.30","1,275.00","1,293.00","1,293.30","1,294.82","1,500.00","1,187.60","2,59,51,584","33,60,27,25,418.60","3,17,951",1.43529%,,,,,
9-Jun-26,EQ,"1,255.00","1,279.90","1,252.70","1,250.20","1,276.00","1,275.00","1,271.49","1,500.00","1,187.60","2,23,68,579","28,44,14,91,850.70","2,95,130",1.98368%,,,,,
8-Jun-26,EQ,"1,246.40","1,254.00","1,243.10","1,262.10","1,250.00","1,250.20","1,249.97","1,500.00","1,187.60","1,07,14,196","13,39,24,35,061.70","1,65,598",-0.94287%,,,,,
5-Jun-26,EQ,"1,257.00","1,265.00","1,250.00","1,251.70","1,261.00","1,262.10","1,258.93","1,500.00","1,187.60","1,01,66,393","12,79,87,54,410.30","2,32,444",0.83087%,,,,,
4-Jun-26,EQ,"1,232.20","1,262.30","1,232.20","1,242.00","1,253.00","1,251.70","1,251.91","1,500.00","1,187.60","1,94,61,560","24,36,41,21,089.30","2,72,388",0.78100%,,,,,
3-Jun-26,EQ,"1,219.90","1,248.30","1,213.70","1,226.60","1,243.40","1,242.00","1,231.50","1,500.00","1,187.60","1,39,34,754","17,16,05,89,675.90","3,73,364",1.25550%,,,,,
2-Jun-26,EQ,"1,233.00","1,237.70","1,220.70","1,239.70","1,230.70","1,226.60","1,229.00","1,500.00","1,187.60","1,79,20,892","22,02,48,48,172.50","2,51,540",-1.05671%,,,,,
1-Jun-26,EQ,"1,257.10","1,261.90","1,235.90","1,256.40","1,238.60","1,239.70","1,245.36","1,500.00","1,187.60","99,11,975","12,34,39,58,316.50","1,79,104",-1.32919%,,,,,
29-May-26,EQ,"1,275.10","1,287.80","1,247.90","1,272.70","1,260.50","1,256.40","1,263.53","1,500.00","1,187.60","3,10,07,884","39,17,94,79,642.80","3,92,957",-1.28074%,,,,,
27-May-26,EQ,"1,286.00","1,293.40","1,266.70","1,279.10","1,272.50","1,272.70","1,277.96","1,500.00","1,187.60","1,83,66,272","23,47,13,39,315.50","1,99,046",-0.50035%,,,,,
26-May-26,EQ,"1,290.00","1,301.80","1,276.20","1,291.80","1,280.70","1,279.10","1,287.57","1,500.00","1,187.60","1,84,00,405","23,69,17,57,179.00","2,33,183",-0.98312%,,,,,
25-May-26,EQ,"1,271.00","1,293.50","1,270.90","1,264.30","1,293.50","1,291.80","1,282.46","1,500.00","1,187.60","1,38,53,923","17,76,70,46,157.90","2,30,176",2.17512%,,,,,
22-May-26,EQ,"1,242.00","1,270.80","1,242.00","1,242.80","1,267.20","1,264.30","1,264.35","1,500.00","1,187.60","1,16,01,085","14,66,78,24,476.70","1,63,057",1.72996%,,,,,
21-May-26,EQ,"1,245.30","1,248.30","1,234.40","1,237.30","1,244.40","1,242.80","1,242.50","1,500.00","1,187.60","1,43,94,386","17,88,49,96,507.30","1,79,763",0.44452%,,,,,
20-May-26,EQ,"1,230.00","1,239.70","1,223.30","1,240.80","1,236.50","1,237.30","1,232.55","1,500.00","1,187.60","1,49,53,103","18,43,03,75,623.00","1,96,646",-0.28208%,,,,,
19-May-26,EQ,"1,251.10","1,256.30","1,229.80","1,251.10","1,242.50","1,240.80","1,236.56","1,500.00","1,187.60","3,89,29,053","48,13,82,72,774.70","2,83,791",-0.82328%,,,,,
18-May-26,EQ,"1,235.50","1,253.70","1,232.00","1,244.50","1,251.70","1,251.10","1,243.71","1,500.00","1,187.60","1,39,18,850","17,31,10,46,029.30","2,42,335",0.53033%,,,,,
15-May-26,EQ,"1,246.60","1,258.00","1,242.00","1,246.00","1,247.90","1,244.50","1,247.98","1,500.00","1,187.60","1,17,45,614","14,65,82,50,228.70","2,21,105",-0.12039%,,,,,
14-May-26,EQ,"1,239.10","1,256.70","1,236.00","1,235.60","1,248.70","1,246.00","1,248.25","1,500.00","1,187.60","1,65,35,600","20,64,04,95,752.30","3,56,567",0.84170%,,,,,
13-May-26,EQ,"1,238.30","1,249.20","1,227.20","1,240.30","1,236.10","1,235.60","1,238.85","1,500.00","1,187.60","1,94,90,295","24,14,55,79,380.30","2,86,906",-0.37894%,,,,,
12-May-26,EQ,"1,256.00","1,259.90","1,236.30","1,266.40","1,244.50","1,240.30","1,244.35","1,500.00","1,187.60","2,11,10,708","26,26,90,40,947.30","3,80,833",-2.06096%,,,,,
11-May-26,EQ,"1,259.40","1,275.70","1,252.00","1,264.80","1,267.20","1,266.40","1,267.94","1,500.00","1,187.60","1,89,80,488","24,06,61,15,479.60","5,37,303",0.12650%,,,,,
8-May-26,EQ,"1,279.60","1,279.60","1,261.20","1,279.00","1,267.80","1,264.80","1,266.00","1,500.00","1,187.60","1,11,37,424","14,09,99,55,630.00","1,85,392",-1.11024%,,,,,
7-May-26,EQ,"1,284.70","1,294.00","1,273.20","1,279.50","1,279.00","1,279.00","1,282.68","1,500.00","1,187.60","2,50,28,552","32,10,37,38,356.80","3,22,972",-0.03908%,,,,,
6-May-26,EQ,"1,262.00","1,282.80","1,252.10","1,251.30","1,279.60","1,279.50","1,268.87","1,500.00","1,187.60","2,29,09,586","29,06,93,05,516.60","2,88,318",2.25366%,,,,,
5-May-26,EQ,"1,264.00","1,266.70","1,245.50","1,270.80","1,250.90","1,251.30","1,252.12","1,500.00","1,187.60","2,44,47,935","30,61,18,50,377.00","2,57,742",-1.53447%,,,,,
4-May-26,EQ,"1,264.30","1,282.20","1,264.30","1,263.40","1,269.00","1,270.80","1,273.13","1,500.00","1,187.60","1,45,97,051","18,58,38,84,989.90","1,78,442",0.58572%,,,,,
30-Apr-26,EQ,"1,261.00","1,272.20","1,259.00","1,281.00","1,265.70","1,263.40","1,264.67","1,500.00","1,187.60","1,77,40,110","22,43,54,14,841.10","2,61,998",-1.37393%,,,,,
29-Apr-26,EQ,"1,294.70","1,296.80","1,276.20","1,292.00","1,279.50","1,281.00","1,287.47","1,500.00","1,187.60","1,17,16,030","15,08,40,08,549.00","1,91,545",-0.85139%,,,,,
28-Apr-26,EQ,"1,314.30","1,317.70","1,286.70","1,314.10","1,289.10","1,292.00","1,300.34","1,500.00","1,187.60","1,67,74,778","21,81,28,94,339.10","1,97,497",-1.68176%,,,,,
27-Apr-26,EQ,"1,327.90","1,335.90","1,310.90","1,326.20","1,316.60","1,314.10","1,319.21","1,500.00","1,187.60","1,53,85,625","20,29,68,18,470.50","2,21,899",-0.91238%,,,,,
